,ID,LON,LAT,DATE,NS,country,pre_mm_syr,tmp_dc_syr,pet_mm_syr,aet_mm_syr,ari_ix_sav,cmi_ix_syr,basin_area_km2,HYBAS_ID,climdata_period_days,climdata_date_start,geometry,point_x,point_y,point_z,stream_x,stream_y,stream_z,ridge_x,ridge_y,ridge_z,wetness_index,long_hessian_max,long_hessian_mean,long_hessian_var,long_hessian_skew,long_hessian_kurt,long_grad_mean,long_grad_var,short_grad_max,short_grad_var,short_grad_mean,stream_grad_max,stream_grad_var,stream_grad_mean,stream_hessian_max,dist_stream,dist_top,ratio_dist,alt_stream,alt_top,ratio_stream,stream_to_total_dist_ratio,ndvi,precipitation
902,DL-0485-F,-12.167722222209,10.8454722224342,2008-06-14,5.43,Guinee,1806,232,1708,1035,106,5,146.5409818420373,1120778090,60.0,2008-04-15,POINT (-3872879.3181730756 1246376.3940792538),-3872879.3181730756,1246376.3940792538,717.3856201171875,-3873199.2,1246369.8,712.9006,-3873079.2,1246699.8,710.6423,3.758601,0.00012403597,-1.2692668e-05,1.8988144e-09,0.41031232,3.1159089,1.1477646,0.21109511,1.4379368,0.011639227,1.3122299,1.3356857,0.08880163,0.9065825,-1.1972995e-05,320.000808855759,380.1733642681748,0.841723379205572,4.48504638671875,-6.74334716796875,0.014015734531284869,0.45703029494508,5935.1636,5.961432
903,DL-0511-F,-12.3137777773539,10.8661666668786,2008-12-18,11.72,Guinee,1853,228,1697,1045,109,8,117.51535765671224,1120778750,60.0,2008-10-19,POINT (-3888135.182343966 1248536.7776980002),-3888135.182343966,1248536.7776980002,988.45947265625,-3888439.2,1248619.8,960.3712,-3888019.2,1248529.8,991.6824,3.4759881,0.0008401377,-0.00013343642,1.1544146e-07,-0.05746928,3.1317465,5.4436216,4.1237054,7.246311,2.4322248,5.0184393,6.7947865,3.346688,5.004041,0.00050070486,315.18493356320477,116.14515451193333,2.7137157368956024,28.0882568359375,3.222900390625,0.08911674970753289,0.7307279094990917,6912.5137,1.2336978
904,DL-0471-F,-12.0197222222222,10.8634722222222,2008-06-02,17.77,Guinee,1765,236,1723,1034,103,2,243.95831077774739,1121944080,60.0,2008-04-03,POINT (-3857491.9005612005 1248708.7721002812),-3857491.9005612005,1248708.7721002812,730.567626953125,-3857479.2,1248319.8,731.46387,-3857869.2,1248799.8,779.13574,7.3604445,0.0012785989,-0.00016227957,8.50977e-08,0.6053568,6.600311,4.7487984,11.814442,3.192845,0.43096086,1.3431226,2.8689487,0.79769135,1.5013692,0.00013929518,389.22773694314867,388.1617925550828,1.0027461342370902,-0.896240234375,48.568115234375,-0.002302611425932131,0.5006855921951726,5321.491,5.0180345
905,DL-0535-F,-11.9777500004239,10.8856944444444,2009-02-05,15.26,Guinee,1703,235,1745,1029,98,-2,234.43992013204533,1120777050,60.0,2008-12-07,POINT (-3853159.30046486 1251356.3596300618),-3853159.30046486,1251356.3596300618,715.1589965820312,-3853639.2,1250959.8,698.8718,-3853159.2,1251319.8,715.04376,4.687465,0.0003153514,-3.8010244e-06,1.5719406e-08,0.6243747,2.537924,2.0368774,0.7124488,2.4288318,0.30548972,1.1904626,2.8387449,0.7529811,1.6067107,0.00022427338,622.6160574051125,36.60966484362342,17.006876737730042,16.28717041015625,-0.115234375,0.026159252104798848,0.9444656608380793,4216.596,0.029324723
906,DL-0532-F,-12.2114166662428,10.8886388889949,2009-02-01,5.73,Guinee,1806,232,1708,1035,106,5,146.5409818420373,1120778090,60.0,2008-12-03,POINT (-3877511.240465601 1251313.6277389457),-3877511.240465601,1251313.6277389457,708.6351928710938,-3877849.2,1251529.8,703.66486,-3877279.2,1251679.8,699.12665,6.3643484,5.8376238e-05,-8.851811e-06,1.1490631e-09,-0.53430516,3.2693143,1.1152263,0.0648399,1.4953927,0.0089038685,1.3037971,1.4421804,0.0025219347,1.369207,3.9622577e-05,401.19730441254165,433.43406207784983,0.9256247709034042,4.9703369140625,-9.508544921875,0.012388759494135634,0.48068802649913395,5191.3267,0.04007636
907,PI-0907-F,-12.4308055559794,10.9007222221957,2008-12-17,13.59,Guinee,1889,226,1672,1038,113,11,129.05663891148194,1121942850,60.0,2008-10-18,POINT (-3900392.453089381 1252352.5847102357),-3900392.453089381,1252352.5847102357,990.7734375,-3900559.2,1251409.8,937.77484,-3900379.2,1252279.8,990.67773,4.462226,0.0011887538,0.00010379252,1.2850616e-07,0.21326476,2.8315063,5.3346834,6.994492,4.955995,0.9272543,2.316317,7.4454575,5.0928593,4.1061583,0.00043764382,957.4750650629284,74.02173048723496,12.935053784348433,52.99859619140625,-0.095703125,0.055352455771705146,0.9282385259880963,6697.8857,1.3944104
908,DL-0509-F,-12.3496944448683,10.925,2008-11-28,9.8,Guinee,1853,228,1697,1045,109,8,117.51535765671224,1120778750,60.0,2008-09-29,POINT (-3891985.9454773073 1255303.9221606865),-3891985.9454773073,1255303.9221606865,738.0693969726562,-3892159.2,1255609.8,734.0353,-3892399.2,1254289.8,970.89465,4.1021748,0.0004737631,-0.00024218827,9.540094e-08,-1.9452296,6.6212225,5.056115,21.431692,3.98391,0.02232286,3.6929328,3.784414,0.1997558,3.139314,6.838861e-05,351.51831372622746,1095.155605377462,0.3209756787073845,4.03411865234375,232.82525634765625,0.011476268788332996,0.24298379136054127,7295.241,3.2705503
909,DL-0480-F,-12.0511666666137,10.8962222226461,2008-06-08,19.53,Guinee,1712,241,1777,1043,96,-4,59.309665031741496,1120777040,30.0,2008-04-09,POINT (-3860828.1025577243 1252457.4387725666),-3860828.1025577243,1252457.4387725666,703.1942749023438,-3860329.2,1252399.8,681.79065,-3861139.2,1252849.8,752.3216,5.2008786,0.00041829507,-7.8947494e-05,2.5138382e-08,0.24257325,4.4516697,3.3430426,4.857294,5.294761,0.120931305,4.6158814,4.7262254,2.801738,2.7632477,-2.0048785e-07,502.17712893794805,500.7203111568094,1.0029094441521116,21.40362548828125,49.1273193359375,0.04262166525494236,0.5007263044668859,4815.9697,5.088389
910,PI-0897-F,-12.3836388888955,10.9416388887829,2008-12-10,5.58,Guinee,1889,226,1672,1038,113,11,129.05663891148194,1121942850,60.0,2008-10-11,POINT (-3895553.508001691 1257178.0569500474),-3895553.508001691,1257178.0569500474,894.8759765625,-3895549.2,1256929.8,886.27783,-3895549.2,1257409.8,913.66504,5.1195583,0.0009042162,-0.00015815433,9.37117e-08,0.30678385,2.991528,5.0235953,10.568372,7.499436,1.6137769,4.406173,4.4442444,2.6560628,2.1318953,-0.00013628844,248.34345576284866,231.7321729383941,1.0716831099187538,8.59814453125,18.7890625,0.03462198955409822,0.5173006937150646,6843.8325,1.8237102
911,PI-0900-F,-12.3496666664547,10.9659444448683,2008-12-11,42.4,Guinee,1790,233,1741,1053,103,3,117.39412880815553,1120777350,60.0,2008-10-12,POINT (-3892058.5626246543 1260053.9842627132),-3892058.5626246543,1260053.9842627132,950.8767700195312,-3891799.2,1260499.8,928.6598,-3892039.2,1260049.8,950.8596,5.133395,0.00076874933,0.00010132402,5.5096972e-08,-0.14589785,2.9630744,3.8237412,3.3105228,2.8640862,0.6246527,1.3927802,4.6834016,2.1858737,2.6342475,0.0003741654,515.7035290202127,19.771354322889984,17.19011763400709,22.21697998046875,-0.01715087890625,0.04308091515813142,0.9630769716042468,6616.419,1.4592583
